지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),지면온도(°C)
155,2017-02-19 14:00,9.4,,3.8,160,30,1,2.55,,,14.2
155,2017-02-19 15:00,9.7,,2.6,230,29,1,2.2,,,13.7
155,2017-02-19 16:00,9.9,,2.6,180,40,1,1.8,,,12.5
155,2017-02-19 17:00,8,,1.6,180,53,.1,.47,,,8.9
155,2017-02-19 18:00,7.6,,1.8,140,57,0,.11,,,7.5
155,2017-02-19 19:00,7.4,,1.6,140,60,0,.04,,,6.8
155,2017-02-19 20:00,7.3,,1,200,62,,,,,6.4
155,2017-02-19 21:00,8,0,2.3,140,65,,,,,6.3
155,2017-02-19 22:00,9.4,,3.5,140,70,,,,,6.6
155,2017-02-19 23:00,11.3,,1.3,90,69,,,,,7
155,2017-02-20 00:00,12.6,,2.3,180,69,,,,,7.5
155,2017-02-20 01:00,12.6,,1.3,160,71,,,,,7.7
155,2017-02-20 02:00,13.3,,2.3,230,70,,,,,8.1
155,2017-02-20 03:00,13.7,0,2.2,200,72,,,,,8.4
155,2017-02-20 04:00,13.9,,1.7,230,76,,,,,8.7
155,2017-02-20 05:00,14.5,,2.9,250,73,,,,,8.9
155,2017-02-20 06:00,14.5,0,1.7,270,71,,,,,8.8
155,2017-02-20 07:00,12.5,,1.6,340,77,,,,,8.7
155,2017-02-20 08:00,11.1,,1.3,290,83,0,.05,,,8.3
155,2017-02-20 09:00,10.7,.3,3.3,270,70,0,.08,,,8
155,2017-02-20 10:00,10.1,,3.5,320,66,0,.09,,,7.6
155,2017-02-20 11:00,9.7,,2.2,360,65,0,.35,,,8.5
155,2017-02-20 12:00,11.6,0,1.7,290,34,.9,2.14,,,14.9
155,2017-02-20 13:00,12.5,,2.7,270,21,1,2.6,,,17.1
155,2017-02-20 14:00,12,,2.3,270,21,1,2.61,,,17.7
155,2017-02-20 15:00,10.4,,6.3,50,20,1,2.37,,,15.1
155,2017-02-20 16:00,9.8,,2.6,20,15,1,1.84,,,12.7
155,2017-02-20 17:00,7.3,,3.1,70,21,1,1.08,,,8.7
155,2017-02-20 18:00,6.1,,1.6,230,21,.1,.19,,,6.3
155,2017-02-20 19:00,4.8,,2.1,180,21,0,.04,,,4.6
155,2017-02-20 20:00,3.5,,1.4,70,25,,,,,3.5
155,2017-02-20 21:00,2,,2,250,28,,,,,2.6
155,2017-02-20 22:00,1,,2.2,180,33,,,,,1.8
155,2017-02-20 23:00,-.3,,1.7,200,41,,,,,1.2
155,2017-02-21 00:00,-.7,,1.6,230,45,,,,,.8
155,2017-02-21 01:00,-1.1,,1.8,20,46,,,,,.6
155,2017-02-21 02:00,-1.4,,2,50,47,,,,,.3
155,2017-02-21 03:00,-1.5,,2.2,20,46,,,,,.1
155,2017-02-21 04:00,-1.7,,1.6,20,47,,,,,-.1
155,2017-02-21 05:00,-1.6,,1.7,340,51,,,,,-.3
155,2017-02-21 06:00,-1.9,,1.6,360,51,,,,,-.5
155,2017-02-21 07:00,-2.1,,2.6,20,51,,,,,-.7
155,2017-02-21 08:00,-1.6,,2.7,20,51,.2,.21,,,-.4
155,2017-02-21 09:00,-.8,,3.2,20,48,.6,.72,,,.7
155,2017-02-21 10:00,1.5,,3.1,50,45,1,1.65,,,5.8
155,2017-02-21 11:00,4.5,,2,50,37,1,2.19,,,11.3
155,2017-02-21 12:00,5.8,,1,340,38,1,2.59,,,15.1
155,2017-02-21 13:00,8.1,,2,90,33,1,2.75,,,16.6
155,2017-02-21 14:00,8.6,,2.4,110,35,1,2.62,,,16.5
155,2017-02-21 15:00,8.1,,3.4,140,37,1,2.26,,,14.7
155,2017-02-21 16:00,7.6,,3.9,160,44,1,1.73,,,12.2
155,2017-02-21 17:00,6.8,,3.3,160,49,1,1.04,,,8.6
155,2017-02-21 18:00,6.1,,2.3,180,52,.1,.23,,,6.7
155,2017-02-21 19:00,4.9,,.9,230,60,0,.05,,,4.8
155,2017-02-21 20:00,4.1,,.3,0,64,,,,,3.6
155,2017-02-21 21:00,4,,1.1,270,64,,,,,2.9
155,2017-02-21 22:00,3.8,,.9,270,64,,,,,2.4
155,2017-02-21 23:00,3.5,,.6,270,65,,,,,1.9
155,2017-02-22 00:00,3.9,,1,270,66,,,,,1.8
155,2017-02-22 01:00,2.9,,1.2,270,71,,,,,1.6
155,2017-02-22 02:00,4.1,,.8,270,67,,,,,2.2
155,2017-02-22 03:00,3.4,,.7,340,73,,,,,2.9
155,2017-02-22 04:00,5.1,,.4,0,67,,,,,3.5
155,2017-02-22 05:00,4.6,,.4,0,70,,,,,3.8
155,2017-02-22 06:00,4.5,,.9,340,68,,,,,3.9
155,2017-02-22 07:00,4.4,,.7,360,70,,,,,3.9
155,2017-02-22 08:00,4.8,,.6,50,69,0,.09,,,4.4
155,2017-02-22 09:00,4.6,0,1.6,20,74,0,.12,,,4.7
155,2017-02-22 10:00,4.1,,1.2,360,80,0,.13,,,4.7
155,2017-02-22 11:00,3.6,,1.4,20,89,0,.25,,,5.4
155,2017-02-22 12:00,3.7,2.5,1.6,20,92,0,.39,,,6.4
155,2017-02-22 13:00,4.2,,1.6,20,94,0,.4,,,6.7
155,2017-02-22 14:00,4.5,,1.5,20,95,0,.32,,,6.6
155,2017-02-22 15:00,4.8,6.1,.6,20,95,0,.23,,,6.4
155,2017-02-22 16:00,4.6,,.8,20,95,0,.16,,,6.1
155,2017-02-22 17:00,4.6,,1.3,20,95,0,.1,,,5.7
155,2017-02-22 18:00,4.7,10.4,1.1,20,95,0,.06,,,5.5
155,2017-02-22 19:00,4.8,,1.2,360,94,0,.05,,,5.3
155,2017-02-22 20:00,4.9,,.4,0,95,,,,,5.4
155,2017-02-22 21:00,5,5.2,.9,160,95,,,,,5.3
155,2017-02-22 22:00,4.9,,.9,160,95,,,,,5.2
155,2017-02-22 23:00,4.8,,.2,0,96,,,,,5.2
155,2017-02-23 00:00,5.3,5.8,2.9,20,94,,,,,5
155,2017-02-23 01:00,5.4,,2.4,360,89,,,,,5
155,2017-02-23 02:00,5.2,,1.5,230,90,,,,,4.3
155,2017-02-23 03:00,5.3,,.9,250,83,,,,,4
155,2017-02-23 04:00,5.2,,1.9,290,80,,,,,3.4
155,2017-02-23 05:00,4.8,,2.8,290,70,,,,,2.6
155,2017-02-23 06:00,4,,2.6,360,70,,,,,2.1
155,2017-02-23 07:00,3.1,,1.5,320,70,,,,,1.5
155,2017-02-23 08:00,3.1,,1.5,200,70,.5,.22,,,1.9
155,2017-02-23 09:00,3.8,,1.9,180,66,1,.89,,,5.3
155,2017-02-23 10:00,4.7,,3.7,270,62,1,1.59,,,9.2
155,2017-02-23 11:00,5.9,,2.7,290,48,1,2.23,,,13.2
155,2017-02-23 12:00,7.1,,3.5,50,43,1,2.6,,,15.1
155,2017-02-23 13:00,7.7,,2.6,290,40,1,2.8,,,17.1
155,2017-02-23 14:00,7.2,,1.9,340,28,1,2.49,,,15.3
155,2017-02-23 15:00,7.9,,2.2,230,27,.7,1.87,,,14.2
155,2017-02-23 16:00,6.8,,2.7,270,31,.7,1.26,,,11.2
155,2017-02-23 17:00,5.3,,2.7,360,36,.1,.48,,,7.2
155,2017-02-23 18:00,4.8,,1.1,70,39,0,.16,,,5.3
155,2017-02-23 19:00,4.5,,.9,230,38,0,.05,,,4
155,2017-02-23 20:00,3.4,,1.7,140,35,,,,,2.1
155,2017-02-23 21:00,2.2,,1.8,200,35,,,,,.8
155,2017-02-23 22:00,1.2,,3.4,340,37,,,,,-.3
155,2017-02-23 23:00,.4,,2.8,360,40,,,,,.2
155,2017-02-24 00:00,-.5,,3.3,20,45,,,,,.2
155,2017-02-24 01:00,-.9,,3.8,50,47,,,,,.2
155,2017-02-24 02:00,-1.2,,2.5,360,48,,,,,.2
155,2017-02-24 03:00,-1.6,,1.8,360,50,,,,,.1
155,2017-02-24 04:00,-2.1,,1.9,340,51,,,,,-.1
155,2017-02-24 05:00,-2.5,,2.5,20,53,,,,,-.3
155,2017-02-24 06:00,-2.5,,5,20,52,,,,,-.6
155,2017-02-24 07:00,-2.8,,2.1,50,52,,,,,-1.1
155,2017-02-24 08:00,-1.9,,2.4,20,48,.4,.24,,,-1
155,2017-02-24 09:00,-.8,,3.8,50,43,1,.95,,,-.3
155,2017-02-24 10:00,.1,,5.7,50,38,1,1.72,,,.3
155,2017-02-24 11:00,2,,4.1,50,35,1,2.39,,,5.7
155,2017-02-24 12:00,3.2,,4.1,50,32,1,2.77,,,10.4
155,2017-02-24 13:00,3.7,,5.3,50,28,1,2.9,,,11.4
155,2017-02-24 14:00,5.2,,3.1,50,24,1,2.79,,,13
155,2017-02-24 15:00,5.7,,4.2,50,24,1,2.46,,,11.6
155,2017-02-24 16:00,6.3,,2.8,50,22,1,1.9,,,9.4
155,2017-02-24 17:00,6.2,,1.8,20,23,1,1.2,,,5.6
155,2017-02-24 18:00,5.5,,1.2,320,23,.1,.19,,,3.4
155,2017-02-24 19:00,4.5,,1.2,230,25,0,.05,,,1.9
155,2017-02-24 20:00,3.7,,.7,290,26,,,,,1.1
155,2017-02-24 21:00,3.3,,.7,320,27,,,,,.9
155,2017-02-24 22:00,2.8,,2.4,270,34,,,,,.7
155,2017-02-24 23:00,2.5,,2.1,290,37,,,,,.6
155,2017-02-25 00:00,1.4,,.8,340,44,,,,,.5
155,2017-02-25 01:00,.7,,.4,0,47,,,,,.3
155,2017-02-25 02:00,.3,,1,250,53,,,,,.1
155,2017-02-25 03:00,-.1,,.7,250,57,,,,,0
155,2017-02-25 04:00,-.1,,.7,250,60,,,,,-.2
155,2017-02-25 05:00,-.6,,0,0,60,,,,,-.5
155,2017-02-25 06:00,-1,,.2,0,64,,,,,-.8
155,2017-02-25 07:00,-1.1,,.4,0,71,0,.04,,,-1
155,2017-02-25 08:00,.3,,.3,0,70,.5,.23,,,-.6
155,2017-02-25 09:00,2.9,,.7,70,62,1,.86,,,.1
155,2017-02-25 10:00,5.6,,1.8,50,46,1,1.59,,,4.3
155,2017-02-25 11:00,7.5,,2.2,340,38,1,2.26,,,11.2
155,2017-02-25 12:00,7.7,,3.6,50,35,1,2.68,,,14.1
155,2017-02-25 13:00,9.9,,1.1,230,29,1,2.8,,,16.8
155,2017-02-25 14:00,9.6,,3,50,30,1,2.69,,,16
155,2017-02-25 15:00,9.5,,4.4,160,33,1,2.28,,,14
155,2017-02-25 16:00,9.3,,3.2,160,32,1,1.73,,,11.3
155,2017-02-25 17:00,8.4,,3.5,140,35,1,.94,,,7.6
155,2017-02-25 18:00,7.5,,1.2,160,39,.1,.24,,,5.5
155,2017-02-25 19:00,6,,.1,0,47,0,.05,,,3.7
155,2017-02-25 20:00,5.7,,.9,320,48,,,,,2.6
155,2017-02-25 21:00,5,,.6,20,54,,,,,1.9
155,2017-02-25 22:00,6.1,,1.5,340,31,,,,,1.6
155,2017-02-25 23:00,4.7,,1.1,50,37,,,,,.9
155,2017-02-26 00:00,3.8,,.8,50,39,,,,,1
155,2017-02-26 01:00,4.1,,1.5,70,36,,,,,.9
155,2017-02-26 02:00,3.8,,1.2,320,36,,,,,.8
155,2017-02-26 03:00,3.1,,.6,270,40,,,,,.6
155,2017-02-26 04:00,2.3,,.4,0,44,,,,,.4
155,2017-02-26 05:00,2.9,,1.8,340,45,,,,,.3
155,2017-02-26 06:00,2,,.6,360,55,,,,,.2
155,2017-02-26 07:00,1.1,,1,360,56,0,.04,,,.1
155,2017-02-26 08:00,1.8,,.2,0,59,0,.21,,,.3
155,2017-02-26 09:00,3.7,,1,360,55,1,.83,,,1.2
155,2017-02-26 10:00,5.7,,2.8,50,44,1,1.38,,,6.3
155,2017-02-26 11:00,6.5,,3.4,50,40,1,1.85,,,9
155,2017-02-26 12:00,8,,2.9,90,37,1,2.36,,,12.3
155,2017-02-26 13:00,8.4,,2.1,70,35,1,2.15,,,14.3
155,2017-02-26 14:00,9.4,,1.1,20,31,1,2.37,,,15.6
155,2017-02-26 15:00,9.9,,1.5,50,26,1,1.82,,,13.7
155,2017-02-26 16:00,8.9,,3.5,140,31,1,1.33,,,11.1
155,2017-02-26 17:00,7.6,,2.7,160,42,.7,.74,,,8.1
155,2017-02-26 18:00,7,,2.1,180,46,0,.29,,,6.3
155,2017-02-26 19:00,6.1,,1.1,230,54,0,.06,,,4.6
155,2017-02-26 20:00,5.4,,1.3,270,54,,,,,3.5
155,2017-02-26 21:00,4.5,,.3,0,61,,,,,2.6
155,2017-02-26 22:00,4,,.8,270,65,,,,,2.1
155,2017-02-26 23:00,3.6,,.3,0,70,,,,,1.5
155,2017-02-27 00:00,3.8,,1.3,340,72,,,,,1.5
155,2017-02-27 01:00,3.6,,1.4,340,72,,,,,1.5
155,2017-02-27 02:00,3.4,,.9,360,72,,,,,1.3
155,2017-02-27 03:00,3.2,,2.1,20,72,,,,,1.3
155,2017-02-27 04:00,3,,1,340,71,,,,,1.5
155,2017-02-27 05:00,2.3,,1.5,20,72,,,,,1.1
155,2017-02-27 06:00,1.8,,.5,270,75,,,,,.8
155,2017-02-27 07:00,2.2,,.5,340,73,0,.05,,,1.2
155,2017-02-27 08:00,3,,1.9,20,71,0,.18,,,1.7
155,2017-02-27 09:00,4.8,,2.8,50,65,1,.94,,,5.4
155,2017-02-27 10:00,6.6,,1.9,50,57,1,1.63,,,9.8
155,2017-02-27 11:00,8.8,,2.1,20,54,1,2.25,,,13.9
155,2017-02-27 12:00,10.6,,1.8,20,50,1,2.61,,,17
155,2017-02-27 13:00,10.8,,1.5,50,46,.7,2.22,,,15
155,2017-02-27 14:00,9.8,,2.9,110,54,.2,1.27,,,12.8
155,2017-02-27 15:00,9.9,,3.4,160,59,.2,1.12,,,12.4
155,2017-02-27 16:00,9.1,,2,160,59,0,.49,,,9.9
155,2017-02-27 17:00,8.8,,2.9,160,59,.7,.74,,,8.5
155,2017-02-27 18:00,8.1,0,2.3,180,62,0,.24,,,6.8
155,2017-02-27 19:00,7.3,,1.3,160,65,0,.05,,,5.6
155,2017-02-27 20:00,6.5,,1,200,67,,,,,4.8
155,2017-02-27 21:00,5.7,,0,0,72,,,,,3.9
155,2017-02-27 22:00,5.7,,.7,320,75,,,,,3.9
155,2017-02-27 23:00,5.8,,.6,290,71,,,,,3.7
155,2017-02-28 00:00,4.3,,.2,0,78,,,,,2.6
155,2017-02-28 01:00,4.5,,.7,340,79,,,,,2
155,2017-02-28 02:00,4,,1.1,340,81,,,,,1.7
155,2017-02-28 03:00,3.8,,.3,0,81,,,,,1.5
155,2017-02-28 04:00,3.5,,1.1,340,83,,,,,1.8
155,2017-02-28 05:00,3.5,,.9,340,80,,,,,1.3
155,2017-02-28 06:00,3.3,,.7,320,83,,,,,1.2
155,2017-02-28 07:00,2.6,,.7,340,86,0,.04,,,.9
155,2017-02-28 08:00,3.7,,.7,360,83,.7,.27,,,1.4
155,2017-02-28 09:00,5.4,,1.4,20,79,1,.96,,,5.9
155,2017-02-28 10:00,8.2,,1.7,50,70,1,1.7,,,11.1
155,2017-02-28 11:00,10.2,,2.2,20,59,1,2.39,,,15.5
155,2017-02-28 12:00,11.2,,1.9,70,50,1,2.58,,,17.9
155,2017-02-28 13:00,11.8,,3,110,42,.9,2.62,,,17.9
155,2017-02-28 14:00,12.3,,3.2,110,40,.8,2.16,,,16.9
155,2017-02-28 15:00,12.6,,3.5,110,36,1,2.47,,,16.6
155,2017-02-28 16:00,11.6,,3.4,110,47,1,1.77,,,13.9
155,2017-02-28 17:00,11.3,,2.4,180,37,1,1.09,,,10.7
155,2017-02-28 18:00,9.8,,2.3,200,40,.2,.29,,,8.2
155,2017-02-28 19:00,7.8,,1.3,250,51,0,.05,,,6.4
155,2017-02-28 20:00,7,,.6,20,47,,,,,5
155,2017-02-28 21:00,6.1,,1,250,47,,,,,4.1
155,2017-02-28 22:00,5.1,,.2,0,54,,,,,3.6
155,2017-02-28 23:00,5,,.5,50,57,,,,,3
155,2017-03-01 00:00,5.6,,.3,0,55,,,,,3
155,2017-03-01 01:00,4.6,,.5,320,60,,,,,2.5
155,2017-03-01 02:00,4.2,,0,0,62,,,,,2.4
155,2017-03-01 03:00,3.9,,.1,0,66,,,,,2.4
155,2017-03-01 04:00,4.2,,.6,270,63,,,,,2.3
155,2017-03-01 05:00,3.8,,0,0,68,,,,,2.3
155,2017-03-01 06:00,3.9,,.8,340,65,,,,,2.3
155,2017-03-01 07:00,4,,.8,340,61,0,.04,,,2.2
155,2017-03-01 08:00,4.4,,.2,0,56,0,.16,,,3.1
155,2017-03-01 09:00,4.8,,.6,340,62,0,.41,,,4.9
155,2017-03-01 10:00,6.8,,.6,20,55,.3,1,,,9
155,2017-03-01 11:00,10.2,,1.4,70,44,.7,1.56,,,12.4
155,2017-03-01 12:00,12.2,,2.9,110,39,1,2.37,,,15
155,2017-03-01 13:00,13.2,,3.1,110,33,1,2.44,,,16.9
155,2017-03-01 14:00,13.2,,2.8,140,35,1,2.47,,,18
155,2017-03-01 15:00,12.8,,4.3,140,32,1,2.05,,,15.8
155,2017-03-01 16:00,13,,2.6,180,30,1,1.69,,,14.1
155,2017-03-01 17:00,11.5,,2.4,160,40,1,.96,,,11
155,2017-03-01 18:00,10.3,,.3,0,47,0,.26,,,8.6
155,2017-03-01 19:00,9.2,,1,180,56,0,.05,,,7.3
155,2017-03-01 20:00,9.1,,.9,200,57,,,,,7
155,2017-03-01 21:00,8.4,0,1.1,250,64,,,,,7.2
155,2017-03-01 22:00,6.4,,1.5,140,92,,,,,7
155,2017-03-01 23:00,6.1,,.7,320,93,,,,,6.6
155,2017-03-02 00:00,6.6,1.6,.6,320,92,,,,,6.2
155,2017-03-02 01:00,6.4,,.7,50,94,,,,,6.2
155,2017-03-02 02:00,6.3,,2.1,20,89,,,,,6.3
155,2017-03-02 03:00,6.2,.3,.6,230,91,,,,,6.3
155,2017-03-02 04:00,5.8,,2.4,230,81,,,,,6
155,2017-03-02 05:00,4.9,,2.4,200,81,,,,,5.4
155,2017-03-02 06:00,4.8,.1,2.1,270,75,,,,,4.6
155,2017-03-02 07:00,4.9,,2,250,75,0,.05,,,4.5
155,2017-03-02 08:00,5.2,,1.6,230,68,0,.21,,,5.2
155,2017-03-02 09:00,6.1,,3.9,270,65,.2,.8,,,7.2
155,2017-03-02 10:00,6.4,,3.3,320,61,.9,1.26,,,8.5
155,2017-03-02 11:00,7.4,,1.7,320,54,.3,1.01,,,9.5
155,2017-03-02 12:00,8.4,,2,320,49,.4,1.37,,,11.4
155,2017-03-02 13:00,10.1,,2,270,45,.9,2.69,,,17.2
155,2017-03-02 14:00,10.4,,2.9,50,45,.9,2.38,,,15.7
155,2017-03-02 15:00,9.9,,2.4,340,42,.9,1.94,,,16
155,2017-03-02 16:00,10,,1.9,320,40,1,1.8,,,14.1
155,2017-03-02 17:00,8.6,,2.4,250,42,1,1.1,,,10.2
155,2017-03-02 18:00,6.3,,1.9,230,45,.3,.32,,,7.1
155,2017-03-02 19:00,5.2,,1.9,270,45,0,.06,,,5.1
155,2017-03-02 20:00,4.3,,2.3,270,43,,,,,3.9
155,2017-03-02 21:00,3.6,,1.5,290,39,,,,,3
155,2017-03-02 22:00,3,,1.7,20,35,,,,,2.2
155,2017-03-02 23:00,2.3,,1,230,32,,,,,1.7
155,2017-03-03 00:00,1.6,,1.2,230,36,,,,,1.4
155,2017-03-03 01:00,.3,,.6,250,43,,,,,1.2
155,2017-03-03 02:00,-.2,,.6,110,46,,,,,.9
155,2017-03-03 03:00,.5,,2.7,360,49,,,,,.8
155,2017-03-03 04:00,.6,,1.9,250,45,,,,,.7
155,2017-03-03 05:00,.8,,2,360,43,,,,,.5
155,2017-03-03 06:00,1,,1.1,160,38,,,,,.4
155,2017-03-03 07:00,-.6,,.7,230,50,0,.05,,,.2
155,2017-03-03 08:00,2.1,,.8,160,41,.8,.34,,,.7
155,2017-03-03 09:00,3.4,,4.8,20,35,1,1.11,,,2.1
155,2017-03-03 10:00,5.1,,4.8,20,29,1,1.84,,,7.1
155,2017-03-03 11:00,6.8,,4.3,50,26,1,2.43,,,10.9
155,2017-03-03 12:00,8.3,,4.5,50,25,1,2.83,,,13.6
155,2017-03-03 13:00,10.2,,3.1,50,21,1,2.96,,,16.4
155,2017-03-03 14:00,11.8,,2,50,17,1,2.86,,,18.1
155,2017-03-03 15:00,12.5,,3,110,24,1,2.49,,,16.9
155,2017-03-03 16:00,11.1,,2.3,200,27,1,1.82,,,14.1
155,2017-03-03 17:00,10.5,,2.8,180,29,1,1.17,,,11
155,2017-03-03 18:00,9.1,,3.1,180,29,.3,.33,,,8.1
155,2017-03-03 19:00,7,,1.2,230,40,0,.05,,,6.2
155,2017-03-03 20:00,5.6,,1,200,44,,,,,5.1
155,2017-03-03 21:00,6.1,,1,180,46,,,,,4.6
155,2017-03-03 22:00,5.8,,.8,200,49,,,,,4.3
155,2017-03-03 23:00,5.1,,.3,0,54,,,,,4
155,2017-03-04 00:00,4.4,,0,0,60,,,,,3.3
155,2017-03-04 01:00,3.7,,0,0,60,,,,,2.8
155,2017-03-04 02:00,4.8,,1.4,360,61,,,,,2.7
155,2017-03-04 03:00,4.6,,.3,0,55,,,,,2.6
155,2017-03-04 04:00,4.3,,.3,0,59,,,,,2.7
155,2017-03-04 05:00,3.8,,.5,180,61,,,,,2.1
155,2017-03-04 06:00,3.8,,.2,0,61,,,,,2.4
155,2017-03-04 07:00,3.2,,.3,0,63,0,.04,,,1.7
155,2017-03-04 08:00,3.8,,.5,340,65,0,.17,,,2
155,2017-03-04 09:00,6.1,,1.5,20,56,.8,.88,,,6.5
155,2017-03-04 10:00,7.8,,1.4,360,45,1,1.57,,,10.6
155,2017-03-04 11:00,10.1,,1.1,360,34,1,1.67,,,13.2
155,2017-03-04 12:00,12,,2.5,90,34,1,2.31,,,16.5
155,2017-03-04 13:00,12.6,,4.3,90,33,1,2.89,,,17.9
155,2017-03-04 14:00,13.6,,4.2,90,32,1,2.79,,,17.9
155,2017-03-04 15:00,13.3,,3.5,110,37,1,2.45,,,17.3
155,2017-03-04 16:00,13.7,,2.9,140,31,1,1.92,,,15.3
155,2017-03-04 17:00,12.6,,1.9,230,36,1,1.19,,,12.2
155,2017-03-04 18:00,10.6,,2.3,230,45,.3,.35,,,9.3
155,2017-03-04 19:00,9.4,,3.4,230,58,0,.06,,,7.6
155,2017-03-04 20:00,8.3,,.9,230,60,,,,,6.3
155,2017-03-04 21:00,7,,.4,0,67,,,,,5.4
155,2017-03-04 22:00,6.8,,.7,250,67,,,,,4.8
155,2017-03-04 23:00,5.9,,.5,250,68,,,,,4.4
155,2017-03-05 00:00,5.7,,0,0,74,,,,,3.9
155,2017-03-05 01:00,5.2,,.6,270,72,,,,,3.5
155,2017-03-05 02:00,4.9,,0,0,76,,,,,2.9
155,2017-03-05 03:00,5.1,,.3,0,75,,,,,2.8
155,2017-03-05 04:00,4.6,,.8,340,81,,,,,2.6
155,2017-03-05 05:00,3.9,,.1,0,79,,,,,2.3
155,2017-03-05 06:00,4.4,,.9,340,74,,,,,2.1
155,2017-03-05 07:00,4.3,,1,360,75,0,.04,,,2.4
155,2017-03-05 08:00,4.8,,.4,0,73,0,.2,,,3.9
155,2017-03-05 09:00,5.7,,.5,70,71,0,.43,,,5.9
155,2017-03-05 10:00,6.9,,1.2,50,59,0,.79,,,8.5
155,2017-03-05 11:00,8.5,,1.4,50,55,0,.95,,,9.7
155,2017-03-05 12:00,10.4,,1.1,50,48,0,1.29,,,12.2
155,2017-03-05 13:00,12.1,,1.3,70,41,.6,1.83,,,15.4
155,2017-03-05 14:00,13.8,,2.2,90,34,.9,2.23,,,17.5
155,2017-03-05 15:00,14.2,,3,160,32,1,2.39,,,17.2
155,2017-03-05 16:00,14,,2.7,110,30,1,1.87,,,15.2
155,2017-03-05 17:00,12.6,,2,160,40,1,1.18,,,11.9
155,2017-03-05 18:00,10.9,,1.1,180,38,.4,.35,,,9.1
155,2017-03-05 19:00,9.6,,1,180,34,0,.05,,,7.1
155,2017-03-05 20:00,8.5,,.6,230,45,,,,,6.1
155,2017-03-05 21:00,8.2,,.6,180,49,,,,,5.9
155,2017-03-05 22:00,7.9,,.9,160,51,,,,,5.5
155,2017-03-05 23:00,7.5,,0,0,51,,,,,5.4
155,2017-03-06 00:00,6.7,,.3,0,57,,,,,4.8
155,2017-03-06 01:00,6.6,,.6,270,57,,,,,4.8
155,2017-03-06 02:00,8,,.7,320,44,,,,,4.8
155,2017-03-06 03:00,7.6,,3.5,20,43,,,,,4.7
155,2017-03-06 04:00,6.5,,2.9,20,52,,,,,4.4
155,2017-03-06 05:00,6.1,,1.4,360,56,,,,,4.2
155,2017-03-06 06:00,6.3,,2.7,360,57,,,,,4
155,2017-03-06 07:00,6.1,,2.1,290,53,0,.05,,,3.4
155,2017-03-06 08:00,6,,3.1,270,52,.5,.37,,,4.7
155,2017-03-06 09:00,6.1,,1.8,140,51,1,.97,,,7.5
155,2017-03-06 10:00,6.2,,5.1,50,31,1,1.86,,,10.2
155,2017-03-06 11:00,6.8,,4.5,50,25,1,2.47,,,13
155,2017-03-06 12:00,7.3,,5.4,20,23,1,2.89,,,14.9
155,2017-03-06 13:00,9.9,,1.8,160,14,1,3.06,,,17.4
155,2017-03-06 14:00,10.4,,2.6,230,11,1,2.98,,,18.7
155,2017-03-06 15:00,9.8,,3.2,290,8,1,2.62,,,17.7
155,2017-03-06 16:00,9.7,,2.4,250,10,1,2.05,,,14.9
155,2017-03-06 17:00,8.8,,3.4,270,10,1,1.3,,,11.1
155,2017-03-06 18:00,7.5,,1.9,290,14,.6,.4,,,7.9
155,2017-03-06 19:00,5.5,,2.3,250,15,0,.06,,,5.8
155,2017-03-06 20:00,3.9,,2,160,17,,,,,4.5
155,2017-03-06 21:00,3.1,,1.5,180,20,,,,,3.5
155,2017-03-06 22:00,2.2,,1.9,200,22,,,,,2.9
155,2017-03-06 23:00,1.6,,1.4,250,24,,,,,2.2
155,2017-03-07 00:00,1.2,,1.1,200,25,,,,,1.7
155,2017-03-07 01:00,.7,,1,320,25,,,,,1.2
155,2017-03-07 02:00,.5,,1.1,320,26,,,,,.8
155,2017-03-07 03:00,0,,1.3,270,28,,,,,.5
155,2017-03-07 04:00,-.3,,1.4,270,31,,,,,.3
155,2017-03-07 05:00,-.9,,.7,270,34,,,,,.1
155,2017-03-07 06:00,-2.3,,.5,250,41,,,,,-.3
155,2017-03-07 07:00,-2.3,,.8,270,41,0,.04,,,-.6
155,2017-03-07 08:00,0,,1.1,360,41,.3,.27,,,.5
155,2017-03-07 09:00,1.3,,.8,70,48,.8,.92,,,4
155,2017-03-07 10:00,3,,1.6,50,44,1,1.84,,,9
155,2017-03-07 11:00,4.8,,1.5,340,39,1,2.52,,,13.1
155,2017-03-07 12:00,5.5,,1.7,360,32,.9,2.57,,,14.4
155,2017-03-07 13:00,6.4,,2.6,340,26,1,3.05,,,17.1
155,2017-03-07 14:00,8.1,,1.8,270,17,1,2.98,,,18.3
155,2017-03-07 15:00,8.3,,1.8,250,19,1,2.63,,,17.1
155,2017-03-07 16:00,6.8,,1.8,70,19,1,2.05,,,14.3
155,2017-03-07 17:00,5.6,,2.1,270,21,1,1.34,,,10.4
155,2017-03-07 18:00,3.8,,2,290,27,.6,.44,,,6.9
155,2017-03-07 19:00,2.2,,1.9,250,32,0,.06,,,4.8
155,2017-03-07 20:00,1.1,,1.6,320,36,,,,,3.5
155,2017-03-07 21:00,.1,,2.2,320,38,,,,,2.6
155,2017-03-07 22:00,-.6,,1.9,340,40,,,,,1.8
155,2017-03-07 23:00,-1.4,,1.3,200,41,,,,,1.1
155,2017-03-08 00:00,-1.5,,1.9,340,39,,,,,.8
155,2017-03-08 01:00,-2,,.7,270,41,,,,,.4
