parking_ID,parking_name,parking_adr,parking_lat,parking_lng,parking_area,parking_pay,parking_time ,C,D,floating_people,land_grade,ppi,ppg,ppr
414-2-000010,명서동 210번지 공영주차장,경상남도 창원시 의창구 명서동 210번지,35.239264,128.647522,70,무료,8시~24시,0,187,5775.088572,1,147.2680262,B,2
414-2-000015,명서2주구운동장 주차장,경상남도 창원시 의창구 명서동 300번지,35.242511,128.638637,72,무료,8시~24시,0,15,42.38535714,1,166.1902433,A,1
414-2-000048,남모산 공영주차장,경상남도 창원시 의창구 모산길57번길,35.35673,128.711654,30,무료,8시~24시,0,0,260.5211904,2,171.5838005,A,1
414-2-000058,"북면 월백리 451-1,4번지  공영주차장","경상남도 창원시 의창구 백월로277번길 10,8",35.320386,128.636356,17,무료,8시~24시,0,0,51.09178571,2,174.1306998,A,1
414-2-000146,봉곡주차장 공영주차장,경상남도 창원시 의창구 봉곡로111번길,35.247327,128.6723,98,기본 30분 500원 / 추가 10분당 200원,8시~24시,0,1305,2784.658929,1,121.3467277,B,2
414-2-000064,달천계곡 주차장,경상남도 창원시 의창구 북면 달천길 145,35.283445,128.597866,111,무료,8시~24시,0,0,85.65416668,2,160.4999363,A,1
414-2-000059,북면 신촌리 343-9번지 공영주차장,경상남도 창원시 의창구 북면 신촌리 343-9번지,35.358978,128.618382,11,무료,8시~24시,0,0,307.7078571,2,174.1637717,A,1
414-2-000065,북면 마산리 384 공영주차장,경상남도 창원시 의창구 북면 신촌본포로,35.349076,128.621978,40,무료,8시~24시,0,0,4.500238095,2,170.9735276,A,1
414-2-000087,신음마을 공영주차장,경상남도 창원시 의창구 북면 운무로 737,35.328922,128.584726,12,무료,8시~24시,0,0,402.0963096,2,173.7147201,A,1
414-2-000063,북면 월백리 996-13 공영주차장,경상남도 창원시 의창구 북면 월백리 996-13번지,35.320412,128.624445,32,무료,8시~24시,0,0,345.1501191,2,171.0224901,A,1
414-2-000062,"북면 마산리 148-125,83,65번지 공영주차장",경상남도 창원시 의창구 북면 월백리 996-13번지,35.320412,128.624445,150,무료,8시~24시,0,0,345.1501191,2,154.0518355,B,2
414-2-000066,북면 하천리 366번지 공영주차장,경상남도 창원시 의창구 북면 하천로132번길,35.367514,128.605094,31,무료,8시~24시,0,0,87.11333333,2,172.0007461,A,1
414-2-000076,사림동 110-16 공영주차장,경상남도 창원시 의창구 사림동 사림로57번길,35.248853,128.680273,10,무료,8시~24시,0,37,391.1380952,1,173.8933459,A,1
414-2-000006,창원의집 공영주차장,경상남도 창원시 의창구 사림로12번길,35.244653,128.67807,100,무료,8시~24시,0,21,800.8009524,1,159.6873268,B,2
414-2-000004,사림동 113-1번지 공영주차장,경상남도 창원시 의창구 사림로57번길 10,35.247127,128.679802,9,무료,8시~24시,0,401,686.6522619,1,171.6604679,A,1
414-2-000151,창원공고 뒤 공영주차장,경상남도 창원시 의창구 사화로(창원공고 뒤),35.249004,128.623316,61,기본 30분 500원 / 추가 10분당 200원,8시~24시,0,2818,256.0207143,1,128.9383274,B,2
414-2-000153,사상지구 2공영주차장,경상남도 창원시 의창구 사화로10번길,35.2558,128.607679,11,기본 30분 500원 / 추가 10분당 200원,8시~24시,0,3034,9181.134405,1,106.4240628,C,3
414-2-000138,팔용주차장,경상남도 창원시 의창구 사화로17번길,35.257854,128.610489,76,기본 30분 500원 / 추가 10분당 200원,8시~24시,5,5752,1611.425,1,66.31759088,D,4
414-2-000026,신월동 2-7번지 공영주차장,경상남도 창원시 의창구 상남로258번길,35.233403,128.692571,15,무료,8시~24시,0,177,3741.670834,1,161.7927648,A,1
414-2-000093,태복교 공영주차장,경상남도 창원시 의창구 서곡동 18-7번지,35.253187,128.651534,60,무료,8시~24시,0,0,53.81011905,1,167.9376877,A,1
414-2-000016,소계동 909-2번지 공영주차장,경상남도 창원시 의창구 소계동 909-2번지,35.257868,128.602249,13,무료,8시~24시,0,207,1206.305,1,170.1621247,A,1
414-2-000150,창원육교하부 공영주차장,경상남도 창원시 의창구 소계로 23,35.254399,128.603762,115,기본 30분 500원 / 추가 10분당 200원,8시~24시,0,1505,776.0136905,1,124.6165357,B,2
414-2-000079,소답동 930-3 공영주차장,경상남도 창원시 의창구 소답동 천주로56번길,35.268028,128.620304,30,무료,8시~24시,0,0,337.6416667,1,171.334409,A,1
414-2-000080,신월동 81-15 공영주차장,경상남도 창원시 의창구 신월동 81-15번지,35.22472,128.695389,20,무료,8시~24시,0,638,2888.150357,1,162.034019,A,1
414-2-000077,신월동 35-21 공영주차장,경상남도 창원시 의창구 신월로(자연한의원 옆),35.228454,128.692331,13,무료,8시~24시,0,3037,3908.603096,1,150.3750595,B,2
414-2-000029,신월동 12-157번지 공영주차장,경상남도 창원시 의창구 신월로37번길,35.230354,128.693263,17,무료,8시~24시,0,111,621.7913095,1,171.8518299,A,1
414-2-000083,용동 128-1번지 공영주차장,경상남도 창원시 의창구 용동 상남로382번길,35.242022,128.704677,178,무료,8시~24시,0,195,8.326071429,1,150.3528336,B,2
414-2-000071,동읍 용잠리 산26-2 공영주차장,경상남도 창원시 의창구 용잠리 산26-2번지,35.277387,128.68111,52,무료,8시~24시,0,18,295.5273809,2,168.236305,A,1
414-2-000032,용호동 73-41 공영주차장,경상남도 창원시 의창구 용지로153번길 앞,35.229792,128.681541,23,무료,8시~24시,3,10337,9295.47369,1,76.24189025,D,4
414-2-000033,용남초등학교 앞 공영주차장,경상남도 창원시 의창구 용지로211번길 39,35.234328,128.681222,36,무료,8시~24시,0,320,279.8013096,1,169.4092491,A,1
414-2-000035,용지동주민센터 주차장,경상남도 창원시 의창구 용지로239번길,35.235949,128.68471,54,무료,8시~24시,0,3735,1222.773571,1,150.4388754,B,2
414-2-000013,명서동 111번지 운동장 부설주차장,경상남도 창원시 의창구 우곡로101번길 28,35.243378,128.641731,50,무료,8시~24시,0,26,441.0346429,1,168.0221709,A,1
414-2-000057,월림마을회관 공영주차장,경상남도 창원시 의창구 우암로79번길 3,35.330718,128.731593,11,무료,8시~24시,0,0,180.6583333,2,174.5746233,A,1
414-2-000009,도계동 888-1번지 공영주차장,경상남도 창원시 의창구 원이대로113번길 6,35.253219,128.638765,25,무료,8시~24시,0,1660,2474.653809,1,158.6621684,B,2
414-2-000014,명서동 114-2번지 공영주차장,경상남도 창원시 의창구 원이대로210번길 67-5,35.242377,128.643492,64,무료,8시~24시,0,44,711.3995238,1,165.0641275,A,1
414-2-000134,용호기계식 주차장,경상남도 창원시 의창구 원이대로579번길 16,35.22973,128.679788,71,기본 30분 500원 / 추가 10분당 200원,8시~24시,4,5447,4269.671904,1,68.5563884,D,4
414-2-000050,대산면 유등리 454번지 공영주차장,경상남도 창원시 의창구 유등남길40번길,35.332245,128.735747,36,무료,8시~24시,0,0,194.6126191,2,170.9340204,A,1
414-2-000052,대산면 유등리 88-4번지 공영주차장,경상남도 창원시 의창구 유등로 407-3번지,35.34555,128.747063,5,무료,8시~24시,0,0,8.661547619,2,175.9937396,A,1
414-2-000053,대산면 유등리 117-15번지 공영주차장,경상남도 창원시 의창구 유등로332번길,35.342233,128.747854,12,무료,8시~24시,0,0,0.395952381,2,175.013735,A,1
414-2-000056,대산미술관 주차장,경상남도 창원시 의창구 유등로369번길,35.34517,128.743521,35,무료,8시~24시,0,0,357.8785714,2,170.5498716,A,1
414-2-000051,대산면 유등리 902번지 공영주차장,경상남도 창원시 의창구 유등리 454번지,35.332712,128.736771,15,무료,8시~24시,0,0,64.35345238,2,174.3754525,A,1
414-2-000025,북동 66-1번지 공영주차장,경상남도 창원시 의창구 읍성로41번길,35.266021,128.622641,15,무료,8시~24시,0,367,633.8001191,1,171.101203,A,1
414-2-000022,소답동 365번지 일대 공영주차장,경상남도 창원시 의창구 의안로49번길,35.266095,128.621561,64,무료,8시~24시,1,7146,1389.637381,1,126.2192552,B,2
414-2-000021,소답동 509번지 공영주차장,경상남도 창원시 의창구 의안로70번길,35.267891,128.625468,10,무료,8시~24시,0,298,679.6138096,1,171.9415245,A,1
414-2-000023,동정동 537-3번지 공영주차장,경상남도 창원시 의창구 의창대로139번길 13,35.263212,128.613257,5,무료,8시~24시,0,31,893.6008333,1,173.0110062,A,1
414-2-000020,소답동 155-8번지 공영주차장,경상남도 창원시 의창구 의창대로299번길,35.262686,128.63087,10,무료,8시~24시,0,61,1386.820714,1,170.57982,A,1
414-2-000152,사상지구 1공영주차장,경상남도 창원시 의창구 의창대로70번길,35.256892,128.608725,13,기본 30분 500원 / 추가 10분당 200원,8시~24시,5,6908,12478.05452,1,35.72473264,F,5
414-2-000055,대산면 제동리 464-8번지 공영주차장,경상남도 창원시 의창구 주남로394번길 51,35.316465,128.700012,15,무료,8시~24시,0,0,12.58523809,2,174.5428601,A,1
414-2-000085,중동 666-5 공영주차장,경상남도 창원시 의창구 중동 666-5번지,35.265009,128.621437,74,무료,8시~24시,1,7309,3403.916667,1,117.6309499,C,3
414-2-000034,신월동 98(용지공원 내) 공영주차장,경상남도 창원시 의창구 중앙대로186번길,35.229118,128.686944,41,무료,8시~24시,0,282,1087.464286,1,166.2266936,A,1
414-2-000001,봉곡동 8번지 공영주차장,경상남도 창원시 의창구 지귀로73번길,35.247965,128.655089,24,무료,8시~24시,0,77,1247.362143,1,168.9548679,A,1
414-2-000147,임시화물주차장 공영주차장,경상남도 창원시 의창구 차룡로48번길 21,35.243123,128.630214,375,기본 30분 500원 / 추가 10분당 200원,8시~24시,0,1,153.8684524,1,95.10711335,C,3
414-2-000043,팔용동 58-3번지 공영주차장,경상남도 창원시 의창구 차용단지로,35.236542,128.63032,78,무료,8시~24시,0,3,19.55083333,1,165.4480191,A,1
414-2-000145,종합버스터미널부설 공영주차장,경상남도 창원시 의창구 창원대로 371,35.236645,128.639931,134,기본 30분 500원 / 추가 10분당 200원,8시~24시,0,8326,1732.385,1,92.16189442,C,3
